gene,t_stat,p_value,fdr,mean_ALL,mean_AML,log2FC,cohen_d,abs_cohen_d
Proton-ATPase-like protein,3.230162169355778,0.0018878713833778472,0.019634594502498187,101.91489361702128,21.08,0.03717183956714444,0.6865812937460224,0.6865812937460224
SPN Sialophorin (gpL115; leukosialin; CD43),3.4511870144060826,0.0009784664691776534,0.01254584075317894,391.8936170212766,218.64,0.07393880946078224,0.6865308347192557,0.6865308347192557
SLC2A2 Solute carrier family 2 (facilitated glucose transporter); member 2,-2.4908019378583326,0.017201098912788027,0.08845288958077539,338.40425531914894,449.8,-0.04631676122994073,-0.6863275217950549,0.6863275217950549
INSULIN-DEGRADING ENZYME,-2.461555104575796,0.018594028711379176,0.09321858697849658,99.57446808510639,149.2,-0.02237102516760709,-0.6860492202864229,0.6860492202864229
Epimorphin,-2.624813482210058,0.011880889582606698,0.06830553373742189,344.97872340425533,498.68,-0.06340496840381346,-0.6859123727114754,0.6859123727114754
ALPP Alkaline phosphatase; placental (Regan isozyme),-2.305517486974038,0.02775834964782117,0.12022434668245267,1809.063829787234,3337.48,-0.3927299728970355,-0.685069225441961,0.685069225441961
Mucin; Gastric,2.5353319098625766,0.015219621547852146,0.0806696520554929,-790.3829787234042,-986.36,0.12932926695064528,0.6847301328370268,0.6847301328370268
O-linked GlcNAc transferase mRNA,3.0045421585815366,0.0038087942306881733,0.03190704356119388,511.25531914893617,321.88,0.07824552825715762,0.6843556237795375,0.6843556237795375
Sortilin,3.3695655297541083,0.0012400160566084133,0.014857268012708197,393.4255319148936,238.28,0.06600131010606668,0.6842855898655948,0.6842855898655948
GB DEF = Clone 14.9B mRNA sequence,-2.5794429924547946,0.013467928467796302,0.07437092335160328,401.78723404255317,514.84,-0.04615169772709865,-0.6842163185610848,0.6842163185610848
CMKBR7 Chemokine (C-C) receptor 7,3.5285984463172433,0.0007981631722452466,0.01071582910534155,418.36170212765956,136.0,0.12155705680076134,0.684079016817827,0.684079016817827
Cylicin II,-2.521874392492551,0.015772685588687618,0.08239384321914818,543.2340425531914,663.64,-0.04721498987915448,-0.6837321537641327,0.6837321537641327
CGMP-stimulated 3';5'-cyclic nucleotide phosphodiesterase PDE2A3 (PDE2A) mRNA,3.0014486639994256,0.003842696782630398,0.03204045071739428,242.0212765957447,162.84,0.03484593733360815,0.6836341073178034,0.6836341073178034
Granulocyte colony-stimulating factor induced gene [human; CML patient; bone marrow mononuclear cells; mRNA; 833 nt],-2.672000571411705,0.010354982327798516,0.061923153356797184,288.27659574468083,402.64,-0.048227061630501826,-0.6834143300643641,0.6834143300643641
Zinc finger/leucine zipper protein (AF10) mRNA,-2.181526942433312,0.0374448140878036,0.14437213609083388,904.7446808510638,2239.76,-0.4172376281410058,-0.682787971620839,0.682787971620839
HEAT SHOCK FACTOR PROTEIN 2,2.628898558942549,0.01168944245141188,0.0673297449339974,-162.53191489361703,-267.8,0.053091819071090444,0.6817967752920951,0.6817967752920951
Galactokinase (GALK1) gene,-2.560095546883201,0.014171426138364225,0.07754433885465173,1550.1702127659576,2119.0,-0.16730540045015063,-0.6816786942036764,0.6816786942036764
TFIIIC Box B-binding subunit mRNA,-2.645419116988521,0.011151261425301108,0.06484285701547439,101.27659574468085,160.36,-0.026581408040026733,-0.6816566857238495,0.6816566857238495
GB DEF = Homolog of yeast mutL (hPMS1) gene,-2.2373876333526126,0.032731699894512016,0.13356856814423362,164.0,397.6,-0.1004378179562102,-0.6815865237701404,0.6815865237701404
RBBP1 Retinoblastoma-binding protein 1{alternative products},-2.2571752200383335,0.031188077249514928,0.12964419983194864,439.70212765957444,618.56,-0.07158971676662272,-0.6813790224492133,0.6813790224492133
Non-histone chromosomal protein HMG-14 mRNA,2.9702717425868017,0.0042221536344614775,0.03428215633266045,144.70212765957447,92.6,0.023529689441013878,0.6812856752367626,0.6812856752367626
FUT3 Alpha (1;3/1;4) fucosyltransferase,-2.4263824190961096,0.020301957597719397,0.09852461246708072,48.51063829787234,124.0,-0.03444165293353389,-0.680771539937515,0.680771539937515
GB DEF = DinG gene,3.5448149959945345,0.0007744741078842045,0.010625400518105179,422.29787234042556,256.8,0.06991839229571375,0.6804594991146167,0.6804594991146167
Orphan receptor mRNA; partial cds,3.2429131648833174,0.001814109182094241,0.01913133780939326,37.234042553191486,-9.72,0.021924593932855698,0.6797596387474013,0.6797596387474013
Forkhead protein FREAC-2 mRNA; partial cds,3.2429131648833174,0.001814109182094241,0.01913133780939326,37.234042553191486,-9.72,0.021924593932855698,0.6797596387474013,0.6797596387474013
GPX4 Phospholipid hydroperoxide glutathione peroxidase,-2.8211025898204416,0.006644668670088577,0.04685444406435357,902.468085106383,1141.96,-0.08433238787002825,-0.679523115653831,0.679523115653831
NKG5 PROTEIN PRECURSOR,-2.0981927835458447,0.04535633205883266,0.1625667628192147,-292.78723404255317,-28.24,-0.13099809892811914,-0.6795108618132512,0.6795108618132512
Chorionic gonadotropin (hcg) beta subunit mRNA,-2.400886386163203,0.021669088313392124,0.10221389152754987,-49.170212765957444,51.2,-0.04706394176940857,-0.679211460027825,0.679211460027825
Bullous pemphigoid antigen (BPAG1) mRNA,-2.2913134103789794,0.028621756901014754,0.12314092030617634,610.6595744680851,1682.2,-0.36810170904584094,-0.6790295926279818,0.6790295926279818
No cluster in current Unigene and no Genbank entry for U67614 (qualifier U67614_at),3.0938042621501625,0.0028707977812305213,0.02613782552029679,718.3404255319149,509.32,0.08174723282514698,0.6787905685113947,0.6787905685113947
GB DEF = Retinoblastoma susceptibility protein (RB1) gene; exon 26; bases 174145-174668 in L11910,2.9040937471801436,0.005160390889166047,0.039000867906238884,183.4255319148936,126.8,0.025284003053591953,0.6786495831930334,0.6786495831930334
PROTHROMBIN PRECURSOR,-2.7381062916217522,0.008494221825788096,0.05490055067637655,177.36170212765958,236.92,-0.026172138618773582,-0.6785084847894229,0.6785084847894229
Myosin light chain kinase (MLCK) mRNA,3.141717829853825,0.0024738796218238663,0.023577924898372116,2187.7659574468084,1551.32,0.18591847281696292,0.6782384211374348,0.6782384211374348
AMT Glycine cleavage system protein T (aminomethyltransferase),3.2476005999745596,0.0017887343890344216,0.01908965188536885,1409.1489361702127,955.68,0.15377475812812766,0.6781625795470023,0.6781625795470023
Protein kinase ATR mRNA,-2.860165857566787,0.005893952780121551,0.04288776019642979,490.6170212765957,662.48,-0.06789550558647608,-0.6778905747517884,0.6778905747517884
Proline-Rich Protein Prb4; Allele,-2.5933748673068453,0.012859474817741684,0.07162124685600037,145.95744680851064,217.56,-0.03171039233383488,-0.6775638918133446,0.6775638918133446
VON HIPPEL-LINDAU DISEASE TUMOR SUPPRESSOR,-2.744365569071142,0.008329439558366741,0.054377815578385065,321.78723404255317,430.76,-0.04554318174885851,-0.6775245347697006,0.6775245347697006
Rab9 effector p40,-2.032718220191265,0.05250120711898771,0.1775527066182464,73.87234042553192,195.52,-0.05466773090677872,-0.6772583322226596,0.6772583322226596
Collagen; Type Viii; Alpha 2,-2.4761908164851274,0.01772755310030999,0.09014245795442932,523.1489361702128,678.16,-0.060834334682111066,-0.6771941266365001,0.6771941266365001
RPL32 Ribosomal protein L32,3.1013274569496585,0.002800872196358786,0.025850217594807347,4215.531914893617,2928.8,0.28010575417188543,0.676821313510383,0.676821313510383
Cpg-Enriched Dna; Clone S16,-2.2682218219544676,0.030242884361810385,0.12704862852996243,-322.0851063829787,163.44,-0.23426046143018944,-0.6764115346082015,0.6764115346082015
HD Huntingtin (Huntington disease),-2.595050247440578,0.012782831610895967,0.07130579542572563,-82.29787234042553,115.32,-0.09222259689749845,-0.6764076439451604,0.6764076439451604
Neurofilament subunit M (NF-M),3.3834596111536053,0.0012029669746846721,0.014584951636950727,707.0851063829788,536.64,0.06650973521779215,0.6760281791818521,0.6760281791818521
Rit mRNA,-2.2459768384691037,0.03191427888631521,0.13155662757222011,559.8723404255319,851.84,-0.11143461710109534,-0.6754383285764953,0.6754383285764953
EIF2B Eukaryotic translation initiation factor 2B (eIF-2B) alpha subunit,3.369867820548179,0.0012512196512423112,0.014966350492796033,86.57446808510639,-12.08,0.04572082237160555,0.6753527568500546,0.6753527568500546
Acidic 82 kDa protein mRNA,-2.4389426216406584,0.019540405860841284,0.09599534426400906,950.4893617021277,1312.36,-0.1241593606883813,-0.6753035715599727,0.6753035715599727
Axonal transporter of synaptic vesicles,-2.803238301082691,0.0069751032236537135,0.04860753751850178,203.17021276595744,324.32,-0.05233973300442067,-0.6752928334758577,0.6752928334758577
GB DEF = Cytochrome P450 (CYP2A13) gene,-2.2788946098565748,0.02942638987991825,0.12446023579406308,600.8297872340426,1276.6,-0.24341505294806676,-0.6750553420952474,0.6750553420952474
ACTB Actin; beta,-2.2788946098565748,0.02942638987991825,0.12446023579406308,600.8297872340426,1276.6,-0.24341505294806676,-0.6750553420952474,0.6750553420952474
GABPA GA-binding protein transcription factor; alpha subunit (60kD),-2.7548117690847187,0.008046011435590496,0.0530129533496531,109.61702127659575,153.52,-0.019746919929415113,-0.6743201225732932,0.6743201225732932
Helicase like protein 2 mRNA,2.9695930594398154,0.004199372991436136,0.03417503431044317,142.61702127659575,85.2,0.025968609487506074,0.6740399838178093,0.6740399838178093
THYROTROPIN BETA CHAIN PRECURSOR,-2.1242645224095553,0.0425808562665434,0.1564736723320556,423.17021276595744,674.2,-0.09995469290905276,-0.6739651005167725,0.6739651005167725
Interferon regulatory factor 3,-2.1242645224095553,0.0425808562665434,0.1564736723320556,423.17021276595744,674.2,-0.09995469290905276,-0.6739651005167725,0.6739651005167725
Putative cerebral cortex transcriptional regulator T-Brain-1 (Tbr-1) mRNA,2.275942614859689,0.029613946822783396,0.12506980266565335,-13.361702127659575,-237.76,0.10977840452275163,0.6738145729978707,0.6738145729978707
Choline kinase isolog 384D8_3 gene extracted from Chromosome 22q13 BAC Clone CIT987SK-384D8 complete sequence,-2.1006403058247347,0.044955171712740494,0.1615349894859511,147.82978723404256,311.56,-0.0714709254947097,-0.6736828775066019,0.6736828775066019
LPL Lipoprotein lipase,3.367294032982267,0.0012640044493845441,0.015029014061459196,326.7659574468085,182.48,0.06250878605524128,0.6732182881763263,0.6732182881763263
GB DEF = Symplekin mRNA; partial cds,2.9126902322293966,0.004996186400284386,0.03801260709458633,330.4468085106383,174.16,0.06775693795405803,0.67320981302942,0.67320981302942
40871 mRNA partial sequence,2.9126902322293966,0.004996186400284386,0.03801260709458633,330.4468085106383,174.16,0.06775693795405803,0.67320981302942,0.67320981302942
DMA gene extracted from H.sapiens DMA; DMB; HLA-Z1; IPP2; LMP2; TAP1; LMP7; TAP2; DOB; DQB2 and RING8; 9; 13 and 14 genes,3.090929052845103,0.0028841743565624915,0.026159388025361326,1282.4468085106382,804.04,0.1677425772098122,0.6722977772013597,0.6722977772013597
FGA Fibrinogen; A alpha polypeptide,3.090929052845103,0.0028841743565624915,0.026159388025361326,1282.4468085106382,804.04,0.1677425772098122,0.6722977772013597,0.6722977772013597
Transglutaminase,-2.462362324406779,0.018305446826918842,0.09230418788351417,290.78723404255317,436.76,-0.06123245947421461,-0.6721712913295413,0.6721712913295413
Clone 23589 mRNA sequence,2.4502046215963538,0.01890246548081325,0.09416888638205287,-1187.1489361702127,-1655.2,0.4108054627037552,0.6718376614874034,0.6718376614874034
Platelet alpha SNAP mRNA,2.766115866015843,0.007757418907675208,0.051583869572803386,-246.72340425531914,-329.68,0.04293348691222477,0.671704020922485,0.671704020922485
TCF12 Transcription factor 12 (HTF4; helix-loop-helix transcription factors 4),3.214743778269062,0.001976645002741569,0.02013071746363521,5521.276595744681,4347.2,0.211838482872251,0.6711246404321575,0.6711246404321575
IFNA8 Interferon; alpha 8,-2.548910729997507,0.01445146889068596,0.07858468476102227,480.5744680851064,634.2,-0.06100858684716298,-0.6710756503293539,0.6710756503293539
CAG-isl 7 {trinucleotide repeat-containing sequence} [human; pancreas; mRNA Partial; 701 nt],3.115277285823654,0.002674367710400449,0.02502042966856273,58.191489361702125,14.28,0.020355764832481037,0.6709541726988455,0.6709541726988455
KIAA0241 gene; partial cds,3.006673320211247,0.003735137886658788,0.031474938527175526,254.85106382978722,111.2,0.06360129405458612,0.6708559096653994,0.6708559096653994
GB DEF = Sox-6 mRNA,2.6815637480421772,0.00991629019284004,0.06047325302374392,-12.127659574468085,-83.6,0.03405315105352708,0.6699242186618385,0.6699242186618385
FAA protein,2.931847662494619,0.004694176788574995,0.036786057017456054,182.91489361702128,71.68,0.05010279588426338,0.6696088956829054,0.6696088956829054
GB DEF = ArgBPIB protein,2.860481217607964,0.005830371459632949,0.04258680136856895,-132.70212765957447,-216.6,0.041721103642207887,0.6692278468926122,0.6692278468926122
Multispanning membrane protein mRNA,3.1277769278763854,0.002571896104136234,0.024349332438761237,417.25531914893617,281.96,0.056987046973784324,0.668831070940462,0.668831070940462
ADA Adenosine deaminase,3.151178489217391,0.0023950537345922254,0.023042291597716563,934.0,536.0,0.15080434386102512,0.6688272328694134,0.6688272328694134
SEF2-1A protein (SEF2-1A) mRNA; 5' end,2.9347462551067904,0.004647950350716487,0.03649255291878616,170.25531914893617,103.76,0.029858594075867925,0.6685805603530242,0.6685805603530242
TPMT Thiopurine S-methyltransferase,-2.6235091914519573,0.011692274404304781,0.0673297449339974,54.12765957446808,93.2,-0.017897209900444393,-0.6684822403617925,0.6684822403617925
Clones 23920 and 23921 mRNA sequence,2.9137951090244374,0.0049543933274564895,0.037815706671774425,119.61702127659575,69.12,0.02297945559536702,0.6684539541418975,0.6684539541418975
(clone zap128) mRNA; 3' end of cds,3.1002828528981787,0.0027964777979391964,0.025850217594807347,15.02127659574468,-76.24,0.0432365043104682,0.6681743633488674,0.6681743633488674
GB DEF = BTK region clone fci-12 mRNA,3.184114386980225,0.0021678269663717234,0.021434727383167845,959.0425531914893,598.56,0.13501237934047383,0.6678114191226708,0.6678114191226708
Metaphase chromosmal protein,3.321578445895952,0.0014488524962698861,0.016369048250250425,1083.0851063829787,671.0,0.15053022914913172,0.6675611823672584,0.6675611823672584
RETINOIC ACID RECEPTOR RXR-BETA,-2.6031393236076052,0.012372893512672083,0.06983876314476586,1115.5744680851064,1577.36,-0.15078054250207792,-0.6675257184966713,0.6675257184966713
TRANSCRIPTION FACTOR AP-2,-2.6031393236076052,0.012372893512672083,0.06983876314476586,1115.5744680851064,1577.36,-0.15078054250207792,-0.6675257184966713,0.6675257184966713
FOS-RELATED ANTIGEN 1,2.3893008283646977,0.022092519910900648,0.10354870114714708,-351.1914893617021,-544.8,0.10633334131076345,0.6672805748815798,0.6672805748815798
Huntingtin interacting protein (HIP1) mRNA,2.6008339104344262,0.012444317873687048,0.07007546771051736,-427.3404255319149,-647.8,0.1253751748276084,0.6668528086145764,0.6668528086145764
Clone 137308 mRNA; partial cds,3.007731758581187,0.0037101755105760077,0.03130158723656374,161.68085106382978,111.64,0.022472075405950753,0.6666595607098764,0.6666595607098764
PROBABLE PROTEIN DISULFIDE ISOMERASE ER-60 PRECURSOR,-2.232190818134807,0.03279173171545694,0.13373698821481267,55.191489361702125,129.76,-0.03395468201154415,-0.6665130011610838,0.6665130011610838
IL7 Interleukin 7,2.73562270445581,0.008436410387850807,0.05471898315384284,87.59574468085107,-10.4,0.0453957927874211,0.6664791665342046,0.6664791665342046
HLA-E MHC class I antigen HLA-E,-2.0206539534826926,0.05363480907091892,0.17968365373615452,264.0,476.92,-0.0891571016182153,-0.6663458347577195,0.6663458347577195
SOD1 Superoxide dismutase 1 (Cu/Zn),-2.708842502295525,0.009120372847029188,0.05713456768582696,148.48936170212767,230.16,-0.03608583505700855,-0.6660826098268584,0.6660826098268584
MAPKAP kinase (3pK) mRNA,-2.120022536610321,0.04279169728162142,0.1567636227752719,1550.2340425531916,3115.88,-0.42053925781476176,-0.6657819122331132,0.6657819122331132
Folate receptor (FOLR1) gene,3.045639198987883,0.0033003747799511857,0.02876329071671394,2035.787234042553,1351.76,0.20725076364533185,0.6653935682508165,0.6653935682508165
GB DEF = P73,3.045639198987883,0.0033003747799511857,0.02876329071671394,2035.787234042553,1351.76,0.20725076364533185,0.6653935682508165,0.6653935682508165
